Freelancer_ID;Job_Category;Platform;Experience_Level;Client_Region;Payment_Method;Job_Completed;Earnings_USD;Hourly_Rate;Job_Success_Rate;Client_Rating;Job_Duration_Days;Project_Type;Rehire_Rate;Marketing_Spend;PC1;PC2
588;Data Entry;Toptal;Intermediate;Europe;Crypto;71;4761;98.65;56.44;3.29;85;Fixed;34.84;40;0.16056681486586877;-0.960911088
589;Content Writing;Fiverr;Expert;Middle East;Mobile Banking;222;5693;49.1;56.4;4.51;19;Fixed;64.61;202;0.833513976;-0.019246263
590;Graphic Design;Fiverr;Expert;Middle East;Mobile Banking;19;209;61.75;57.6;4.54;15;Hourly;49.47;415;1.3161064370658286;-0.824392327
591;App Development;Upwork;Intermediate;UK;Bank Transfer;277;9973;20.24;56.94;4.32;70;Fixed;28.28;127;-1.474162373;0.9596289308157061
592;SEO;Upwork;Beginner;UK;Mobile Banking;223;5988;32.49;82.04;4.53;61;Hourly;58.65;141;-0.838522429;0.16882703756781967
593;Graphic Design;PeoplePerHour;Intermediate;Canada;PayPal;278;9974;63.39;59.09;4.69;56;Hourly;49.72;343;0.4454628871323891;2.099299350283997
594;SEO;PeoplePerHour;Expert;Asia;Bank Transfer;151;630;57.21;67.28;4.23;10;Fixed;65.74;491;2.0118605661599194;-0.356815275
595;SEO;Toptal;Beginner;Australia;Crypto;156;8461;79.51;94.84;3.18;46;Fixed;61.45;102;0.2566736381960669;0.08442395
596;Graphic Design;Upwork;Intermediate;Asia;Crypto;19;7636;30.58;73.7;3.98;80;Hourly;52.71;106;-1.198946129;-0.655356621
597;Data Entry;Upwork;Expert;UK;Mobile Banking;88;4524;67.09;83.38;3.16;75;Hourly;44.17;478;0.771321038;0.2598594485293286
598;Web Development;PeoplePerHour;Intermediate;Canada;Bank Transfer;196;9991;32.64;58.62;3.82;57;Hourly;19.32;16;-1.59331962;0.23866009299220664
599;Data Entry;PeoplePerHour;Beginner;Asia;Mobile Banking;45;7123;60.74;59.61;3.81;35;Fixed;28.29;24;-0.656230837;-0.711361537
600;Data Entry;PeoplePerHour;Beginner;USA;Mobile Banking;265;9712;62.48;52.04;3.13;72;Hourly;39.34;63;0.012854303;0.1902487444664129
601;App Development;Fiverr;Beginner;Europe;Mobile Banking;140;5109;16.57;58.45;3.7;3;Fixed;51.95;456;1.117269242427583;-0.302971856
602;Digital Marketing;Freelancer;Beginner;Asia;Bank Transfer;282;4378;57.12;63.93;3.22;66;Hourly;45.96;341;0.9538694312163796;0.10245804514271939
603;Digital Marketing;Freelancer;Beginner;Australia;Crypto;110;1444;6.13;58.85;4.62;53;Hourly;30.17;374;-0.72686891;-0.593347655
604;Data Entry;Upwork;Intermediate;Canada;PayPal;11;971;52.62;54.44;4.9;78;Hourly;10.45;236;-1.237769637;-0.569850875
605;Content Writing;Fiverr;Beginner;Asia;Crypto;34;2823;71.26;56.03;3.14;52;Fixed;44.74;175;0.8239408417649846;-1.644014698
606;App Development;PeoplePerHour;Beginner;Middle East;Bank Transfer;130;4512;11.92;73.04;4.91;53;Fixed;29.99;290;-1.451661663;0.25406421016677866
607;SEO;Upwork;Expert;USA;Crypto;83;4626;94.18;60.32;4.05;54;Hourly;61.42;292;1.4658249105006218;-0.05090712
608;Customer Support;Fiverr;Beginner;Europe;Crypto;71;3484;48.58;68.21;3.6;47;Hourly;11.68;310;-0.481241966;-0.362077407
609;Digital Marketing;Toptal;Expert;USA;PayPal;27;6783;94.15;75.17;3.15;3;Hourly;50.94;400;1.967417245126921;0.18324659808251625
610;Data Entry;Fiverr;Expert;Canada;Crypto;193;9360;15.2;84.52;4;65;Fixed;75.9;155;-0.67492754;0.13174716788706695
611;App Development;Upwork;Expert;UK;Crypto;78;1915;95.24;51.97;4.59;15;Fixed;22.21;384;1.1680788003144775;0.28544433337383623
612;Web Development;Freelancer;Intermediate;Europe;Crypto;9;774;15.37;89.97;4.41;84;Fixed;43.02;52;-2.194001095;-1.868565057
613;Content Writing;PeoplePerHour;Intermediate;USA;Mobile Banking;86;761;48.84;81.4;3.1;86;Fixed;16.4;72;-1.399129007;-1.759862474
614;Graphic Design;Toptal;Expert;UK;Bank Transfer;29;7760;94.11;54.09;3.15;34;Fixed;53.8;182;1.489136204907472;-0.537562897
615;Data Entry;Fiverr;Intermediate;Australia;Bank Transfer;268;5130;27.11;93.68;3.81;50;Hourly;48.54;368;-0.243177011;0.6292688066546358
616;App Development;Upwork;Beginner;Canada;PayPal;6;440;8.3;96.04;3.59;33;Hourly;38.52;188;-1.239146622;-2.081588874
617;Data Entry;Upwork;Intermediate;Canada;Mobile Banking;282;9312;80.35;53.05;3.46;73;Hourly;46.5;12;0.21851282362757604;0.3229683370463434
618;Customer Support;PeoplePerHour;Beginner;Europe;Mobile Banking;228;4537;61.61;63.84;3.56;3;Fixed;72.76;46;1.3033359735863221;-1.2474356
619;SEO;Upwork;Beginner;USA;Crypto;76;8166;53.82;90.31;4.61;2;Hourly;23.74;447;-0.346499411;1.7672283679156238
620;Content Writing;Upwork;Intermediate;Australia;Bank Transfer;72;6797;8.26;87.41;4.86;4;Fixed;11.58;159;-2.360838766;0.29981087092489467
621;Digital Marketing;PeoplePerHour;Intermediate;Middle East;PayPal;98;6116;67.06;59.23;3.81;16;Fixed;70.32;283;1.6832757505720333;-0.374900222
622;Digital Marketing;Toptal;Expert;Europe;Mobile Banking;23;4544;21.3;60.47;4.81;54;Hourly;50.4;52;-1.258422046;-1.251277565
623;Digital Marketing;Freelancer;Intermediate;Middle East;Crypto;132;3622;93.46;68.52;3.64;33;Hourly;72.35;286;2.056885083418769;-0.452529171
624;Customer Support;Freelancer;Intermediate;Europe;PayPal;86;7819;70.14;74.23;3.95;9;Fixed;51.79;7;-0.012584362;-0.462057993
625;Graphic Design;Fiverr;Intermediate;USA;Mobile Banking;258;2361;72.17;80.91;3.45;57;Fixed;66.71;71;0.6378875970920406;-1.049185123
626;App Development;Toptal;Beginner;Australia;PayPal;225;6823;27.1;68.45;4.28;40;Hourly;40.08;379;-0.11261034;0.9245281058422993
627;Content Writing;Fiverr;Beginner;USA;Mobile Banking;101;6955;88.67;73.13;4.96;52;Fixed;62.49;97;0.036974071026767086;0.4929822824860385
628;Content Writing;Freelancer;Beginner;Canada;PayPal;56;3692;56.08;87.37;4.21;82;Fixed;73.91;86;-0.449663325;-1.078582249
629;Digital Marketing;PeoplePerHour;Expert;Middle East;Mobile Banking;179;6388;86.42;51.83;3.72;16;Fixed;50.05;329;1.901264148;0.42233482896432156
630;Digital Marketing;Upwork;Expert;UK;Mobile Banking;186;2659;30.74;62.62;4.3;8;Hourly;22.65;100;-0.758097556;-0.884400193
631;SEO;Freelancer;Expert;Asia;PayPal;119;9672;76.77;85.67;3.25;87;Fixed;28.82;495;0.16063381503953458;1.8965327338091909
632;Customer Support;Toptal;Beginner;Canada;Mobile Banking;5;6290;59.58;94.76;4.78;60;Fixed;23.91;280;-1.524171371;0.9460579150789664
633;Web Development;Freelancer;Intermediate;Canada;Mobile Banking;67;7856;9.6;75.58;4.01;36;Fixed;27.28;370;-1.008881609;0.43555060025729053
634;Web Development;Toptal;Expert;Middle East;Mobile Banking;252;807;43.51;76.61;3.9;3;Fixed;31.45;288;0.3548080124177308;-0.476914809
635;Data Entry;Toptal;Expert;Europe;PayPal;235;5136;22.47;55.36;4.17;15;Fixed;48.86;236;0.3041844753904041;-0.307473591
636;Data Entry;Toptal;Beginner;Canada;PayPal;230;6270;39.12;72.37;4.25;82;Fixed;51.16;195;-0.640524043;0.35384911450710327
637;Content Writing;Fiverr;Expert;Asia;Mobile Banking;23;9981;41.42;76.63;3.14;23;Fixed;39.85;390;0.3208494959552195;0.42753562266987666
638;Content Writing;PeoplePerHour;Intermediate;Australia;Mobile Banking;35;5652;50.12;62.12;4.37;3;Hourly;53.08;96;0.11893852882534069;-0.93431529
639;Graphic Design;Freelancer;Beginner;Canada;PayPal;125;9376;62.03;63.46;3.48;30;Hourly;15.71;449;0.41561328125810515;1.4297335965852678
640;Graphic Design;PeoplePerHour;Beginner;Australia;Crypto;28;6171;59.24;68.86;4.43;45;Hourly;16.15;367;-0.548439635;0.8079785743946498
641;Web Development;Upwork;Intermediate;USA;Mobile Banking;215;9006;8.7;51;4.65;17;Fixed;22.03;429;-0.423864904;1.4825862686128852
642;Customer Support;Freelancer;Intermediate;Europe;Crypto;165;2775;76.32;66.1;4.61;58;Hourly;46.27;95;-0.106636884;-0.383271733
643;Data Entry;PeoplePerHour;Intermediate;Australia;PayPal;259;3418;95.17;60.57;4.11;58;Hourly;24.98;260;0.5795135147958349;0.7053014309258899
644;Web Development;PeoplePerHour;Expert;Canada;Mobile Banking;63;3547;38.12;66.37;4.04;57;Fixed;29.83;120;-1.028616038;-1.059796663
645;Customer Support;Upwork;Intermediate;Europe;Crypto;118;8224;22.08;55.99;3.29;7;Hourly;38.02;365;0.6001553497200022;-0.07593443
646;Web Development;Toptal;Beginner;Asia;PayPal;164;9914;56.3;94.53;4.55;39;Fixed;66.83;272;-0.104767027;1.477907192236905
647;Data Entry;Freelancer;Intermediate;Europe;Crypto;224;5692;71.97;79.68;3.54;78;Fixed;10.97;331;-0.508285585;1.141337735889909
648;App Development;Freelancer;Beginner;Australia;Bank Transfer;173;8824;69.5;83.96;3.99;58;Fixed;55.46;51;-0.490432451;0.4103787169115779
649;Graphic Design;Upwork;Beginner;Australia;PayPal;16;4816;63.15;89.46;3.57;56;Hourly;56.82;395;0.5729036498711451;-0.119671721
650;SEO;Toptal;Expert;UK;Bank Transfer;246;4683;18.89;74.92;3.27;15;Fixed;65.91;317;0.9579398680638773;-0.654816201
651;SEO;Freelancer;Intermediate;UK;PayPal;143;1871;84.5;54.35;4.26;44;Hourly;75.29;162;1.6102484154281411;-1.082416258
652;SEO;Freelancer;Expert;Europe;PayPal;101;1235;45.43;76.86;3.11;12;Fixed;11.41;189;-0.372957184;-1.437014775
653;Data Entry;Freelancer;Intermediate;Middle East;Mobile Banking;151;1687;26.04;79.34;4.5;8;Fixed;20.76;276;-0.821139751;-0.330721488
654;Digital Marketing;Toptal;Intermediate;Middle East;Bank Transfer;186;7286;13.2;87.27;3.64;80;Hourly;72.03;84;-0.994357449;-0.681856584
655;Digital Marketing;Upwork;Intermediate;UK;Bank Transfer;61;8430;44.59;71.58;3;41;Fixed;42.1;193;-0.0554905;-0.505209247
656;Digital Marketing;Freelancer;Intermediate;Canada;Bank Transfer;46;1796;63.71;56.38;4.02;34;Hourly;49.52;180;0.6689410423649196;-1.438811199
657;Content Writing;PeoplePerHour;Intermediate;USA;PayPal;203;5847;68.21;64.19;3.09;46;Fixed;56.41;20;0.5713722521252383;-1.055729108
658;Graphic Design;Toptal;Beginner;Europe;Bank Transfer;35;8139;96.46;68.15;3.55;88;Fixed;57.53;398;1.2075222557179894;0.8061192876483656
659;Graphic Design;Fiverr;Beginner;USA;Bank Transfer;184;2670;19.55;82.3;4.41;29;Fixed;75.22;202;0.057415901;-0.946499673
660;App Development;Upwork;Intermediate;UK;Mobile Banking;6;7647;98.65;78.54;3.13;16;Fixed;79.79;201;1.9591979768340908;-0.601518867
661;App Development;PeoplePerHour;Beginner;Australia;Crypto;292;8052;67.19;67.8;4.68;5;Fixed;60.41;465;1.617090117054178;2.033698780829095
662;Content Writing;Freelancer;Expert;Asia;Crypto;142;6157;48.15;99.33;3.01;5;Fixed;30.11;150;-0.498927957;-0.399614064
663;Web Development;Fiverr;Expert;Europe;Bank Transfer;109;9426;89.38;80.29;3.49;30;Fixed;71.58;383;1.8050243660709333;1.0018862591745417
664;Customer Support;Upwork;Expert;UK;Bank Transfer;222;2843;70.98;61.86;4.48;50;Fixed;13.45;158;-0.596828333;0.22214509123821619
665;App Development;Toptal;Intermediate;Canada;Bank Transfer;226;2550;38.13;55.09;3.63;5;Hourly;26.18;309;0.6572203657256185;-0.55452266
666;SEO;Fiverr;Intermediate;Asia;Bank Transfer;109;8411;88.99;57.64;3.2;13;Hourly;72.82;438;2.8619104802286297;0.45489717665792107
667;Digital Marketing;Fiverr;Beginner;Europe;Crypto;131;4975;68.33;62.3;3.72;49;Hourly;27.93;25;-0.500726287;-0.755810339
668;SEO;PeoplePerHour;Beginner;Europe;Mobile Banking;269;1130;71.39;58.03;3.54;89;Fixed;25.45;308;0.4286198849148451;-0.143049547
669;Digital Marketing;Upwork;Beginner;Middle East;PayPal;204;9505;90.16;59.33;4.69;50;Hourly;19.67;65;-0.735900397;1.4687150190595375
670;SEO;PeoplePerHour;Expert;Australia;Bank Transfer;256;4914;47.6;64.25;3.63;14;Hourly;70.14;422;1.977850618096368;0.12043919365994571
671;Web Development;PeoplePerHour;Expert;Europe;Bank Transfer;19;4503;67.41;58.67;4.58;46;Fixed;45;262;0.2704200275824223;-0.20413229
672;Customer Support;Freelancer;Expert;Australia;Crypto;230;2298;75.75;94.84;4.78;82;Hourly;57.24;471;0.4364117496410118;1.3577634481045895
673;SEO;Toptal;Expert;UK;Bank Transfer;109;1375;48.12;54.01;3.87;84;Fixed;26.73;166;-0.575447755;-1.241914732
674;SEO;Fiverr;Beginner;Canada;Mobile Banking;237;3923;12.93;76.23;4.82;34;Hourly;63.06;287;-0.235288255;0.043191609
675;Data Entry;Upwork;Intermediate;Asia;Mobile Banking;223;1738;78.29;70.52;3.75;71;Hourly;63.2;153;0.8344415859256265;-0.830135776
676;Customer Support;Toptal;Intermediate;Asia;Bank Transfer;281;3035;9.54;99.12;4.93;47;Hourly;31.88;342;-1.578827279;0.9113867357408744
677;SEO;Toptal;Expert;Canada;Crypto;265;2126;73.2;55.6;3.18;60;Hourly;38.75;205;0.9833406211594712;-0.752978615
678;Data Entry;Upwork;Intermediate;Europe;Bank Transfer;194;9771;91.53;69.89;4.37;74;Hourly;24.68;412;0.10818742338671983;2.5771748001473513
679;Graphic Design;Toptal;Intermediate;Europe;Bank Transfer;202;1511;37.96;98.47;3.99;79;Fixed;78.36;152;-0.302455893;-1.062576844
680;Customer Support;Freelancer;Intermediate;UK;Crypto;281;9644;14.7;93.28;3.78;81;Hourly;55.19;183;-1.334366009;0.8454893307204496
681;Content Writing;Toptal;Expert;Middle East;Mobile Banking;43;122;27.12;90.85;4.27;11;Fixed;75.42;158;0.085072636;-2.059561874
682;Customer Support;Freelancer;Beginner;Middle East;PayPal;166;6080;58.42;62.9;4.41;85;Hourly;31.24;193;-0.800336004;0.5230872156826802
683;Customer Support;Fiverr;Beginner;Middle East;Bank Transfer;125;4661;94.55;58.54;3.01;50;Fixed;64.73;1;1.2910911876132591;-1.560344831
684;SEO;Fiverr;Intermediate;Australia;Mobile Banking;266;2846;53.67;83.43;3.33;4;Hourly;63.61;214;1.2015748853915165;-0.789308823
685;Graphic Design;PeoplePerHour;Beginner;Middle East;Bank Transfer;220;7767;15.71;96.47;4.43;41;Hourly;58.42;174;-1.191491907;0.5227174987212027
686;Customer Support;Freelancer;Beginner;Canada;PayPal;53;4566;64.64;77.84;4.33;59;Hourly;77.59;74;0.11951080800269821;-0.999374182
687;App Development;Fiverr;Expert;Asia;Crypto;96;2543;74.62;78.58;4.93;60;Hourly;37.55;284;-0.315173546;0.3900505822306854
688;App Development;Toptal;Expert;Asia;Mobile Banking;133;4281;42.36;64;4.52;81;Hourly;19.15;126;-1.600058364;-0.142946313
689;Data Entry;Upwork;Intermediate;Australia;PayPal;32;3626;73.54;88.47;4.9;62;Fixed;57.02;489;0.46126948141107726;0.9274414526009588
690;SEO;Upwork;Intermediate;UK;Bank Transfer;152;8150;35.86;59.35;4.41;84;Hourly;61.05;482;0.45831986409390574;1.2062816768415163
691;SEO;Freelancer;Intermediate;Canada;PayPal;69;5778;79.96;66.18;3.6;25;Hourly;50.25;48;0.4906289888354017;-0.959218721
692;Customer Support;PeoplePerHour;Expert;Asia;Mobile Banking;222;82;37.4;71.27;3.21;87;Fixed;24.48;456;0.12349398953329971;-0.439370379
693;Web Development;Toptal;Beginner;Canada;Crypto;55;4423;29.33;75.38;4.56;79;Hourly;45.31;31;-1.755789998;-0.994445532
694;Graphic Design;Freelancer;Expert;Asia;Bank Transfer;78;3648;88.52;62.12;4.29;33;Hourly;31.85;157;0.26891166943506906;-0.304016036
695;Digital Marketing;Upwork;Expert;USA;Crypto;203;2442;57.1;55.74;3.1;19;Hourly;39.92;14;0.5348727169674706;-1.869743106
696;Digital Marketing;Freelancer;Beginner;UK;Crypto;196;6755;32.09;80.53;3.72;57;Hourly;55.17;317;-0.022899436;0.32420980888894624
697;Web Development;Toptal;Beginner;UK;PayPal;193;6840;93.83;64.43;4.91;15;Hourly;62.17;333;1.5446597111515012;1.3946731029960535
698;Data Entry;Fiverr;Intermediate;USA;PayPal;16;2727;70.63;79.06;4;41;Fixed;26.26;242;-0.295663308;-0.508908137
699;Digital Marketing;Toptal;Beginner;Australia;Mobile Banking;243;1451;25.97;57.72;3.87;69;Hourly;38.37;16;-0.884479429;-1.624027254
700;Customer Support;Fiverr;Beginner;Asia;Mobile Banking;85;867;63.39;74.06;3.92;80;Fixed;28.84;21;-1.119480666;-1.502734216
701;Digital Marketing;Fiverr;Beginner;Asia;Crypto;274;6253;87.68;76.63;3.42;60;Hourly;23.9;243;0.19420015595908577;1.0004916674295448
702;App Development;Fiverr;Beginner;Asia;Mobile Banking;294;9902;71.13;52.59;3.74;22;Hourly;64.84;413;2.1631113994169913;1.523097382446224
703;App Development;Freelancer;Intermediate;Middle East;Crypto;52;4612;28.25;66.83;3.74;43;Fixed;73.65;80;0.073160849;-1.856193273
704;Content Writing;Upwork;Intermediate;Middle East;Bank Transfer;213;4773;66.64;56.72;3.1;32;Hourly;35.92;143;0.7312896973881604;-0.730506561
705;Graphic Design;Freelancer;Beginner;Middle East;Crypto;39;2488;63.82;53.17;4.54;13;Hourly;62.59;435;1.8051800973587826;-0.410018319
706;Data Entry;Upwork;Beginner;Middle East;Mobile Banking;123;6878;82.98;99.5;3.83;38;Fixed;72.79;7;0.05152995;-0.334858133
707;SEO;Toptal;Intermediate;Middle East;Mobile Banking;69;1260;21.92;66.12;4.64;26;Hourly;69.23;447;0.8996502804417741;-0.801142908
708;Graphic Design;PeoplePerHour;Intermediate;USA;Crypto;246;6691;71.47;90.49;4.7;81;Hourly;22.8;166;-1.526385579;1.5876174952790358
709;Data Entry;Toptal;Beginner;UK;PayPal;40;649;7.6;62.73;3.42;5;Fixed;76.94;286;1.2248849288725032;-2.649498772
710;Digital Marketing;Freelancer;Expert;Australia;Crypto;256;5530;71.14;84.08;4.31;49;Fixed;36.37;267;-0.138267811;1.1477253294344125
711;Content Writing;Freelancer;Intermediate;Canada;Crypto;247;1896;96.24;88.01;3.94;5;Hourly;33.75;288;0.9971128623382187;0.4424120231215731
712;Graphic Design;Upwork;Intermediate;Middle East;PayPal;46;6642;21.57;79.78;4.76;71;Hourly;14.37;185;-2.480254171;0.3867517565006156
713;Digital Marketing;Freelancer;Intermediate;USA;Bank Transfer;73;7911;34.57;73.58;3.43;48;Hourly;44.03;11;-1.009341948;-0.994719412
714;Data Entry;Fiverr;Beginner;Asia;PayPal;111;1937;60.37;70.59;4.36;18;Fixed;17.63;280;-0.189060098;-0.164399159
715;Graphic Design;Freelancer;Beginner;Australia;Mobile Banking;43;729;74.58;67.44;4.22;6;Fixed;27.4;421;0.990763452;-0.307841098
716;SEO;Upwork;Intermediate;Australia;PayPal;73;3302;37.72;96.48;3.59;66;Hourly;32.19;303;-0.955779875;-0.392977146
717;Graphic Design;Upwork;Beginner;Australia;Mobile Banking;184;1885;68.1;91.53;3.27;77;Hourly;66.62;465;1.3287753622962575;-0.08411167
718;Digital Marketing;Fiverr;Beginner;USA;Mobile Banking;16;2227;90.43;98.25;4.3;42;Hourly;71.28;82;0.22983051651631536;-1.045726697
719;Customer Support;Upwork;Intermediate;Canada;Crypto;208;8192;74.02;56.21;4.48;52;Fixed;31.17;54;-0.533306472;0.6988552273307207
720;Customer Support;PeoplePerHour;Beginner;Middle East;Crypto;40;198;72.55;86.54;3.63;11;Fixed;70.11;130;1.0435101721307534;-2.037709845
721;Graphic Design;Toptal;Expert;Australia;Bank Transfer;130;1545;41.29;96.92;4.29;26;Fixed;70.01;124;-0.183705824;-1.230131309
722;SEO;Freelancer;Beginner;USA;Mobile Banking;67;1794;91.59;59.06;3.79;21;Hourly;63.53;482;2.656192973652638;-0.382354363
723;Content Writing;PeoplePerHour;Beginner;Asia;Crypto;86;1696;31.35;53.32;4.43;66;Hourly;20.27;324;-0.663471389;-0.549032228
724;Content Writing;Freelancer;Intermediate;UK;Mobile Banking;38;3045;24.5;87.06;3.4;40;Hourly;58.32;418;0.40668192738654474;-0.944860759
725;Customer Support;PeoplePerHour;Intermediate;Asia;Bank Transfer;244;6693;39.6;78.72;4.78;56;Fixed;76.15;50;-0.513662959;0.055904876
726;Digital Marketing;Freelancer;Expert;USA;Mobile Banking;101;9914;66.76;92.09;3.57;51;Hourly;57.78;26;-0.595315651;0.070112787
727;Data Entry;Fiverr;Beginner;USA;Bank Transfer;53;7428;86.86;56.99;3.74;20;Fixed;33.21;164;0.6026303576161366;-0.04997296
728;Digital Marketing;Upwork;Expert;USA;Bank Transfer;150;8899;17.55;89.76;3.12;81;Hourly;45.04;493;-0.350255771;0.957774398
729;Content Writing;Upwork;Expert;Australia;Bank Transfer;129;3717;82.31;60.08;3.22;80;Fixed;55.2;468;1.8293738359559655;-0.001575551
730;Web Development;Fiverr;Intermediate;USA;Crypto;193;9295;82.22;58.18;4.03;57;Hourly;45.74;399;1.0904149828182144;1.6832789757077473
731;Web Development;PeoplePerHour;Beginner;UK;PayPal;61;626;60.76;58.21;3.54;5;Hourly;18.4;475;1.2232054333810458;-0.662854692
732;Graphic Design;Toptal;Intermediate;Australia;PayPal;113;4829;77.26;90.73;4.67;14;Fixed;31.84;280;-0.188666757;0.8813305374937997
733;SEO;PeoplePerHour;Expert;Asia;Crypto;9;8237;22.28;83.26;3.03;24;Hourly;66.17;32;-0.430983113;-1.667994275
734;Customer Support;Upwork;Expert;UK;Mobile Banking;28;3022;21.11;76.15;3.76;68;Fixed;70.3;61;-0.634138623;-2.180362874
735;App Development;Toptal;Intermediate;Europe;Crypto;225;7806;86.97;67.94;3.67;52;Hourly;19.61;144;-0.195926763;0.8983806708408854
736;App Development;Freelancer;Intermediate;Asia;Mobile Banking;298;3998;52.32;93.86;3.04;48;Hourly;76.67;170;0.8203392412069771;-0.694639992
737;App Development;Toptal;Intermediate;USA;Bank Transfer;14;6594;28.36;69.62;3.25;88;Hourly;33.02;285;-0.842117091;-0.566013915
738;Graphic Design;PeoplePerHour;Intermediate;Middle East;Crypto;169;2095;70.43;90.83;3.83;47;Fixed;56.36;296;0.627842932;-0.239738868
739;Web Development;Fiverr;Intermediate;Middle East;PayPal;219;1677;89.73;71.96;3.99;60;Hourly;62.63;116;0.8795265728626844;-0.710723231
740;Content Writing;Freelancer;Expert;Australia;Mobile Banking;130;1538;65.07;68.85;3.81;73;Fixed;66.84;3;0.14093186676314928;-1.853796454
741;Graphic Design;PeoplePerHour;Intermediate;Middle East;Crypto;271;9177;38;73.13;4.06;3;Hourly;76.2;65;0.43515656254218116;0.053614184
742;App Development;Freelancer;Beginner;Asia;Crypto;284;3613;50.91;65.07;4.19;9;Hourly;31.9;59;-0.225465587;-0.40819232
743;App Development;Toptal;Expert;Australia;Mobile Banking;92;9956;76.47;87.38;3.02;82;Fixed;70.1;392;1.0355286746033219;0.8898005383740717
744;Customer Support;Upwork;Expert;Asia;Bank Transfer;118;1852;11.41;75.14;3.93;83;Hourly;19.22;286;-1.563575088;-0.730369153
745;Digital Marketing;PeoplePerHour;Beginner;USA;Bank Transfer;25;9662;25.63;61.61;4.93;24;Hourly;59.35;344;-0.056614386;0.7303621435358124
746;App Development;Fiverr;Beginner;Canada;Bank Transfer;152;3641;48.95;94.98;4.04;4;Fixed;61.94;228;0.366175165;-0.428837039
